,movie_id,character,id,name,order
82,9536,Dr. Noah Faulkner,7676.0,William Atherton,4.0
83,9536,Mimi Simkins,57868.0,Dara Tomanovich,5.0
84,9536,T.C. Romulus,57869.0,Kevin West,6.0
85,9536,Olivia Biggs,23970.0,Denise Dowse,7.0
86,9536,Dr. Petra von Kant,12207.0,Kylie Minogue,8.0
87,9536,Tenacious D,22297.0,Kyle Gass,9.0
88,9536,Tenacious D,70851.0,Jack Black,10.0
89,9536,Denise,16850.0,Rose McGowan,11.0
90,48750,Henri Fortin / Jean Valjean,3829.0,Jean-Paul Belmondo,0.0
91,48750,André Ziman,35211.0,Michel Boujenah,1.0
92,48750,Elise Ziman,63895.0,Alessandra Martines,2.0
93,48750,La fille Ziman,141054.0,Salomé Lelouch,3.0
94,48750,Thénardière 1942,6014.0,Annie Girardot,4.0
95,48750,Thénardier 1942,3581.0,Philippe Léotard,5.0
96,48750,Le policier / Javert,24464.0,Philippe Khorsand,6.0
97,48750,Le gentil voyou / Kind Hoodlum,13689.0,Ticky Holgado,7.0
98,48750,Thénardier 1830 / 1990,2407.0,Rufus,8.0
99,48750,Thénardière 1830 / 1990,133834.0,Nicole Croisille,9.0
100,48750,Toureiffel,141055.0,William Leymergie,10.0
101,48750,Mgr Myriel,9741.0,Jean Marais,11.0
102,48750,La mère supérieure / Mother Superior,34595.0,Micheline Presle,12.0
103,48750,Le bouquiniste / Bookseller,24807.0,Darry Cowl,13.0
104,48750,Catherine / Fantine,109516.0,Clémentine Célarié,14.0
105,48750,Le comte de Villeneuve,23508.0,Daniel Toscan du Plantier,15.0
106,36929,David Leary,8872.0,Rick Moranis,0.0
107,36929,Rosco Bigger - Fang,74036.0,Tom Arnold,1.0
108,36929,Victoria Tucker,105962.0,Julianne Phillips,2.0
109,36929,Faith Bigger,10556.0,Carol Kane,3.0
110,36929,Art Lundstrum,4175.0,Jeffrey Tambor,4.0
111,36929,Clark,87003.0,Curtis Armstrong,5.0
112,36929,Principal Kokelar,27726.0,Don Knotts,6.0
113,9623,Annie Laird,3416.0,Demi Moore,0.0
114,9623,Teacher,7447.0,Alec Baldwin,1.0
115,9623,Oliver Laird,24045.0,Joseph Gordon-Levitt,2.0
116,9623,Juliet,8256.0,Anne Heche,3.0
117,9623,Eddie,4691.0,James Gandolfini,4.0
118,9623,Tallow,32225.0,Lindsay Crouse,5.0
119,9623,Louie Boffano,15183.0,Tony Lo Bianco,6.0
120,9623,Judge Weitzel,14884.0,Michael Constantine,7.0
121,9623,Boone,13525.0,Matt Craven,8.0
122,9623,Bozeman,148635.0,Todd Susman,9.0
123,9623,Joseph Boffano,18313.0,Michael Rispoli,10.0
124,9623,Inez,57552.0,Julie Halston,11.0
125,9623,DeCicco,4692.0,Frank Adonis,12.0
126,9623,Rodney,94434.0,Matthew Cowles,13.0
127,9623,Forewoman,47538.0,Polly Adams,14.0
128,8447,William Adamson,40900.0,Mark Rylance,0.0
129,8447,Matty Crompton,5470.0,Kristin Scott Thomas,1.0
130,8447,Eugenia Alabaster Adamson,14326.0,Patsy Kensit,2.0
131,8447,Sir Harald Alabaster,55037.0,Jeremy Kemp,3.0
132,8447,Edgar Alabaster,35862.0,Douglas Henshall,4.0
133,8447,Lady Alabaster,30320.0,Annette Badland,5.0
134,8447,Robin,25658.0,Chris Larkin,6.0
135,8447,Miss Mead,8227.0,Anna Massey,7.0
136,12158,Maximillian | Pauly | Guido,776.0,Eddie Murphy,0.0
137,12158,Detective Rita Veder,9780.0,Angela Bassett,1.0
138,12158,Detective Justice,32486.0,Allen Payne,2.0
139,12158,Julius Jones,66554.0,Kadeem Hardison,3.0
140,12158,Silas Green,56902.0,John Witherspoon,4.0
141,12158,Dr. Zeko,47458.0,Zakes Mokae,5.0
142,12158,Capt. Dewey,593.0,Joanna Cassidy,6.0
143,12158,Police Officer,6951.0,W. Earl Brown,7.0
144,12158,Nikki,172200.0,Simbi Khali,8.0
145,11062,Mayor John Pappas,1158.0,Al Pacino,0.0
146,11062,Deputy Mayor Kevin Calhoun,3036.0,John Cusack,1.0
147,11062,Marybeth Cogan,2233.0,Bridget Fonda,2.0
148,11062,Frank Anselmo,1004.0,Danny Aiello,3.0
149,11062,Judge Walter Stern,2641.0,Martin Landau,4.0
150,11062,Abe Goodman,19839.0,David Paymer,5.0
151,11062,Larry Schwartz,31028.0,Richard Schiff,6.0
152,47475,Martha Alston,14.0,Ellen DeGeneres,0.0
153,47475,Whitman Crawford,8984.0,Bill Pullman,1.0
154,47475,Inga Gunther,3234.0,Joan Cusack,2.0
155,47475,Jack Tramonte,923.0,Dean Stockwell,3.0
156,47475,Mrs. Crawford,23709.0,Joan Plowright,4.0
157,47475,Annie,15250.0,Hope Davis,5.0
158,47475,Jane,1232807.0,Ellen Cleghorne,6.0
159,47475,Nancy Culpepper,170162.0,Christine Cattell,7.0
160,47475,Dick Braxton,128621.0,Robert Goulet,8.0
161,11907,Fanny Fink,22686.0,Maria Schrader,0.0
162,11907,Orfeo de Altamar,70887.0,Pierre Sanoussi-Bliss,1.0
163,11907,Lothar Sticker,70888.0,Michael von Au,2.0
164,11907,Madeleine,9931.0,Elisabeth Trissenaar,3.0
165,11907,Anton,1084.0,Joachim Król,4.0
166,11907,Lasse Laengsfeld,34297.0,Ingo Naujoks,5.0
167,71754,Margaret MacNeil,1283.0,Helena Bonham Carter,0.0
168,71754,Neil Currie,19901.0,Clive Russell,1.0
169,71754,Jimmy MacNeil,198287.0,Craig Olejnik,2.0
170,71754,Catherine MacNeil,18794.0,Kate Nelligan,3.0
171,71754,Angus MacNeil,6074.0,Kenneth Welsh,4.0
172,71754,Marilyn,563767.0,Andrea Morris,5.0
173,51352,Narration (voice),11181.0,Kenneth Branagh,1.0
174,51352,Diary Readings (voice),515.0,Glenn Close,2.0
175,10324,Lucy,520.0,Sarah Jessica Parker,0.0
176,10324,Jane,5590.0,Elle Macpherson,1.0
177,10324,Emily,1245.0,Scarlett Johansson,3.0
178,10324,Joe,68185.0,Eric Schaeffer,4.0
179,10324,Al,68186.0,Dominic Chianese,5.0
180,10324,Eddy,68187.0,Emily Hart,6.0
181,10324,,7399.0,Ben Stiller,7.0
182,78406,Ruben Martinez / Robby Martin,1271.0,Andy García,0.0
183,78406,Lou Perilli,1903.0,Alan Arkin,1.0
184,78406,Laura,10768.0,Rachel Ticotin,2.0
185,78406,Eddie Agopian,532.0,Joe Pantoliano,3.0
186,78406,Bonnie Martin,18316.0,Ally Walker,4.0
187,78406,Judge Winton Myers,28010.0,David Ogden Stiers,5.0
188,78406,Reed Tyler,34597.0,Kevin McCarthy,6.0
189,78406,Nick Zingaro,1272.0,Richard Bradford,7.0
190,78406,Mona Rowland-Downey,11318.0,Holland Taylor,8.0
191,110972,Charlie Dunlap,2694.0,Josh Charles,1.0
192,110972,Amy,8256.0,Anne Heche,2.0
193,110972,Alan Davenport,1230.0,John Goodman,3.0
194,110972,Ruby,77133.0,Christine Lahti,4.0
195,110972,Mom Dunlap,4003.0,Christine Ebersole,5.0
196,110972,Dad Dunlap,20899.0,Peter Riegert,6.0
197,110972,Mrs. Tarnell,39568.0,Dey Young,7.0
198,110972,Paul Entamen,12438.0,Bob Balaban,8.0
199,110972,Jack,3033.0,Wil Wheaton,9.0
200,11863,David Corelli,16560.0,David Caruso,0.0
201,11863,Katrina Gavin,9625.0,Linda Fiorentino,1.0
202,11863,Matt Gavin,9046.0,Chazz Palminteri,2.0
203,11863,Bob Hargrove,2712.0,Michael Biehn,3.0
204,11863,Governor Edwards,16554.0,Richard Crenna,4.0
205,11863,Patrice Jacinto,58312.0,Angie Everhart,5.0
206,11863,Karen Heller,2517.0,Donna Murphy,6.0
207,11863,Bill Barrett,7497.0,Holt McCallany,7.0
208,11863,Pat Callendar,47932.0,David Hunt,8.0
209,11863,D.A. Arnold Clifford,17770.0,Kevin Tighe,9.0
210,11863,Mr. Green,41465.0,Robin Thomas,10.0
211,11863,Sandy,1755979.0,Victoria Smith,11.0
212,11863,Executive,52188.0,Drew Snyder,12.0
213,11863,Assistant District Attorney,1457926.0,Sandy Berumen,13.0
214,11863,Assistant District Attorney,8432.0,Buddy Joe Hooker,14.0
215,11863,Assistant District Attorney,16659.0,Bobby Bass,15.0
216,11863,Assistant District Attorney,161787.0,Dick Ziker,16.0
217,11863,Mr. Wong,11395.0,Victor Wong,17.0
218,11863,Corporate Man,87128.0,Kenneth Tigar,18.0
219,11863,Technician,61703.0,Ron Yuan,19.0
220,11863,Cop,10506.0,John Wyman,20.0
221,123360,Herself,3830.0,Jean Seberg,0.0
222,123360,Jean Seberg,54782.0,Mary Beth Hurt,1.0
223,39428,David (Aged 15),93396.0,Jacob Tierney,0.0
224,39428,David (Aged 10),3272.0,Drake Bell,1.0
225,39428,Mae Morgan,4800.0,Gena Rowlands,2.0
226,39428,Sarah,2958.0,Diana Scarwid,3.0
227,39428,Frank,5724.0,Denis Leary,4.0
228,39428,Bobbie Lee Taylor,30151.0,Leo Burmester,5.0
229,39428,Second Testifier,196902.0,Stephanie Astalos-Jones,6.0
230,39428,Woman,196843.0,Jill Jane Clements,7.0
231,39428,Miss Scover,4432.0,Frances Conroy,8.0
232,39428,Schoolmistress,146025.0,Sharon Blackwood,9.0
233,39428,Reverend Watkins,19489.0,Peter McRobbie,10.0
234,11000,Armand Goldman,2157.0,Robin Williams,0.0
235,11000,Sen. Kevin Keeley,193.0,Gene Hackman,1.0
236,11000,Albert Goldman,78729.0,Nathan Lane,2.0
237,11000,Louise Keeley,1902.0,Dianne Wiest,3.0
238,11000,National Enquirer Photographer,31511.0,Grant Heslov,4.0
239,11000,Agador Spartacus,5587.0,Hank Azaria,5.0
240,11000,Val Goldman,5346.0,Dan Futterman,6.0
241,11000,Barbara Keeley,49148.0,Calista Flockhart,7.0
242,11000,Katherine Archer,11870.0,Christine Baranski,8.0
243,11000,Harry Radman,77338.0,Tom McGowan,9.0
244,249882,Father Jozo Zovko,8349.0,Martin Sheen,0.0
245,249882,Milan Vukovic,13919.0,Michael York,1.0
246,249882,Sister Fabijana Zovko,14990.0,Morgan Fairchild,2.0
247,249882,Miodrag Dobrovic,925.0,Paul Guilfoyle,3.0
248,249882,Father Ferdo Vlasic,14102.0,George Coe,4.0
249,34996,Kathleen Conklin,3127.0,Lili Taylor,0.0
250,34996,Peina,4690.0,Christopher Walken,1.0
251,34996,Casanova,18750.0,Annabella Sciorra,2.0
252,34996,Jean,36190.0,Edie Falco,3.0
253,34996,Missionary,11486.0,Michael Imperioli,4.0
254,34996,Professor,3137.0,Paul Calderon,5.0
255,1572,John McClane,62.0,Bruce Willis,0.0
256,1572,Simon Peter Gruber,16940.0,Jeremy Irons,1.0
257,1572,Zeus Carver,2231.0,Samuel L. Jackson,2.0
258,1572,Joe Lambert,6804.0,Graham Greene,3.0
259,1572,Connie Kowalski,13023.0,Colleen Camp,4.0
260,1572,Chief Cobb,17351.0,Larry Bryggman,5.0
261,1572,Ricky Walsh,141747.0,Anthony Peck,6.0
262,1572,Targo,91421.0,Nicholas Wyman,7.0
263,1572,Katya,45337.0,Sam Phillips,8.0
264,1572,Charles Weiss,34395.0,Kevin Chamberlin,9.0
265,1572,Officer Jane,141748.0,Sharon Washington,10.0
266,1572,Dr. Schiller,6438.0,Stephen Pearlman,11.0
267,1572,Dexter,141749.0,Michael Alexander Jackson,12.0
268,1572,Raymond,83860.0,Aldis Hodge,13.0
269,1572,Mischa,19902.0,Mischa Hausserman,14.0
270,1572,Jarvis,21136.0,Michael Cristofer,15.0
271,1572,Roman,89485.0,Tony Halme,16.0
272,9073,Jesse,18259.0,Jason James Richter,0.0
273,9073,Glen Greenwood,147.0,Michael Madsen,1.0
274,9073,Annie Greenwood,18261.0,Jayne Atkinson,2.0
275,9073,Randolph Johnson,18260.0,August Schellenberg,3.0
276,9073,Nadine,8184.0,Mary Kate Schellhardt,4.0
277,9073,Elvis,17918.0,Francis Capra,5.0
278,9073,Dwight Mercer,34.0,Mykelti Williamson,6.0
279,9073,Kate Haley,7430.0,Elizabeth Peña,7.0
280,9073,John Milner,4602.0,Jon Tenney,8.0
281,9073,Bill Wilcox,588.0,M. Emmet Walsh,9.0
282,17447,Jeffrey,6106.0,Steven Weber,0.0
283,17447,Sterling,2387.0,Patrick Stewart,1.0
284,17447,Steve Howard,42722.0,Michael T. Weiss,2.0
285,17447,Debra Moorhouse,10205.0,Sigourney Weaver,3.0
286,17447,Ann Marwood Bartle,11870.0,Christine Baranski,4.0
287,17447,Darius,180422.0,Bryan Batt,5.0
288,17447,Tim,8536.0,Victor Garber,6.0
289,17447,Father Dan,78729.0,Nathan Lane,7.0
290,17447,Dad,15415.0,Peter Maloney,8.0
291,17447,Mom,10386.0,Debra Monk,9.0
292,17447,Mrs. Marcangelo,3019.0,Olympia Dukakis,10.0
293,17447,Sharon,52475.0,J. Smith-Cameron,11.0
294,17447,Dave,29445.0,Ethan Phillips,12.0
295,17447,Acolyte,11074.0,Kathy Najimy,13.0
296,17447,Single Woman,20187.0,Camryn Manheim,14.0
297,17447,Grandma Rose,17488.0,Alice Drummond,15.0
298,19326,Tommy Collins,64998.0,Pauly Shore,0.0
299,19326,Monica,13445.0,Tia Carrere,1.0
300,19326,Frank,2283.0,Stanley Tucci,2.0
301,19326,Harry,1535.0,Brian Doyle-Murray,3.0
302,19326,Judge Powell,3093.0,Abe Vigoda,4.0
303,19326,Jed,16119.0,Charles Napier,5.0
304,19326,Skeets,6396.0,Richard Edson,6.0
305,19326,Principal Beasely,18262.0,Richard Riehle,7.0
306,19326,Sarah,46924.0,Alex Datcher,8.0
307,19326,Nathan,55755.0,Richard T. Jones,9.0
308,19326,Libby Starling,94750.0,Sharon Barr,10.0
309,19326,Murphy,10489.0,Jack McGee,11.0
310,19326,Richard Hertz,78435.0,Nick Bakay,12.0
311,19326,Ray,94752.0,Ernie Lee Banks,13.0
312,19326,Mrs. Collins,7632.0,Shelley Winters,14.0
313,19326,Heather,6751.0,Siobhan Fallon,15.0
314,19326,Carl Wayne Bishop,9996.0,Sean Whalen,16.0
315,19326,Rose,140778.0,Billie Bird,17.0
316,19326,The Real Frank (uncredited),1538.0,Rick Ducommun,18.0
317,19326,Uncle Sal (uncredited),57906.0,Andrew Dice Clay,19.0
318,19326,Russell Cadbury,78003.0,Mark L. Taylor,20.0
319,68274,Rebecca Trager Lott,20.0,Elizabeth Perkins,0.0
320,68274,Lucy Trager,12052.0,Gwyneth Paltrow,1.0
321,68274,Alberta Trager,3391.0,Kathleen Turner,2.0
322,68274,Sylvie Morrow,2395.0,Whoopi Goldberg,3.0
323,68274,,32362.0,Jon Bon Jovi,4.0
324,68274,Jenny Morrow,104799.0,Shadia Simmons,5.0
325,68274,Drew Morrow,1217865.0,Erica Luttrell,6.0
326,48787,Billy Hughes,545828.0,Marina Zudina,0.0
327,48787,Karen Hughes,102754.0,Fay Ripley,1.0
328,48787,Andy Clarke,88519.0,Evan Richards,2.0
329,48787,Arkadi,550752.0,Igor Volkov,3.0
330,48787,Lyosha,1281840.0,Sergei Karlenkov,4.0
331,48787,The Reaper,12248.0,Alec Guinness,5.0
332,48787,,47434.0,Aleksandr Pyatkov,6.0
333,48787,Janitor,586221.0,Nikolai Pastukhov,7.0
334,48787,,223412.0,Aleksandr Bureyev,8.0
335,48787,,1165647.0,Yuriy Sherstnyov,9.0
336,48787,Fake policeman,1254711.0,Denis Karasyov,10.0
337,48787,Actress,1158865.0,Olga Tolstetskaya,11.0
338,48787,Larsen,1090481.0,Oleg Yankovskiy,12.0
339,34574,Nadja,17257.0,Elina Löwensohn,0.0
340,34574,Dracula / Dr. Van Helsing,8949.0,Peter Fonda,1.0
341,34574,Morgue Receptionist,5602.0,David Lynch,2.0
342,34574,Cassandra,2179.0,Suzy Amis,3.0
343,34574,Edgar,15440.0,Jared Harris,4.0
344,34574,Jim,42993.0,Martin Donovan,5.0
345,58372,Rachel,12021.0,Mia Farrow,0.0
346,58372,Tom,3417.0,Tony Goldwyn,1.0
347,58372,Lloyd,349.0,Scott Glenn,2.0
348,58372,Pooty,18248.0,Mary-Louise Parker,3.0
349,9090,Vida Boheme,723.0,Patrick Swayze,0.0
350,9090,Noxeema Jackson,10814.0,Wesley Snipes,1.0
351,9090,Chi-Chi Rodriguez,5723.0,John Leguizamo,2.0
352,9090,Carol Ann,8893.0,Stockard Channing,3.0
353,9090,Bobby Ray,52474.0,Jason London,4.0
354,9090,Rachel Tensions,78589.0,RuPaul,5.0
355,9090,John Jacob Jingleheimer Schmidt (uncredited),2157.0,Robin Williams,6.0
356,9090,Clara,17488.0,Alice Drummond,7.0
357,9090,Beatrice,10401.0,Blythe Danner,8.0
358,9090,Virgil,3229.0,Arliss Howard,9.0
359,9090,Sheriff Dollard,2969.0,Chris Penn,10.0
360,9090,Merna,4778.0,Melinda Dillon,11.0
361,9090,Loretta,5151.0,Beth Grant,12.0
362,9090,Tommy,15424.0,Michael Vartan,13.0
363,9090,Girl,56367.0,Naomi Campbell,14.0
364,77350,herself,3664.0,Sandra Bernhard,0.0
365,77350,himself,56696.0,Isaac Mizrahi,1.0
366,77350,herself,56367.0,Naomi Campbell,2.0
367,77350,himself,547866.0,John Galliano,3.0
368,77350,herself,533007.0,Kate Moss,4.0
369,77350,as herself,588627.0,Linda Evangelista,5.0
370,77350,as herself,33665.0,Cindy Crawford,6.0
371,9560,Paul Sutton,6384.0,Keanu Reeves,0.0
372,9560,Victoria Aragón,37946.0,Aitana Sánchez-Gijón,1.0
373,9560,Don Pedro Aragón,5401.0,Anthony Quinn,2.0
374,9560,María José Aragón,7353.0,Angélica Aragón,3.0
375,9560,Guadelupe Aragón,1194312.0,Evangelina Elizondo,4.0
376,9560,Betty Sutton,23959.0,Debra Messing,5.0
377,9560,Alberto Aragón,3753.0,Giancarlo Giannini,6.0
378,9560,"Pedro Aragón, Jr.",6862.0,Freddy Rodríguez,7.0
379,31611,Louis Pinnock,8891.0,John Travolta,0.0
380,31611,Thaddeus Thomas,33162.0,Harry Belafonte,1.0
381,31611,Marsha Pinnock,6473.0,Kelly Lynch,2.0
382,31611,Megan Thomas,13307.0,Margaret Avery,3.0
383,31611,Stanley,19453.0,Tom Bower,4.0
384,50797,Col. Sergei Petrovich Kotov,82796.0,Nikita Mikhalkov,0.0
385,50797,Dimitri (Mitya),82795.0,Oleg Menshikov,1.0
386,50797,Marusia,14593.0,Ingeborga Dapkunaite,2.0
387,50797,Vsevolod,99311.0,Vyacheslav Tikhonov,3.0
388,50797,Nadya Kotova,500625.0,Nadezhda Mikhalkova,4.0
389,50797,Philippe,17482.0,André Oumansky,5.0
390,37141,Jennifer,5588.0,Alicia Silverstone,0.0
391,37141,Jack,23646.0,Jeremy London,1.0
392,37141,Harry Tucker,22131.0,J.T. Walsh,2.0
393,37141,Mark,18070.0,Nicky Katt,3.0
394,37141,Dolly Tucker,23975.0,Lee Garlington,4.0
395,37141,Bill Holsten,18364.0,George Segal,5.0
396,37141,Jimmy,108210.0,Ryan Slater,6.0
397,37141,Bernice Holsten,10475.0,Lois Chiles,7.0
398,9382,Jane Deluca,2395.0,Whoopi Goldberg,0.0
399,9382,Robin,18248.0,Mary-Louise Parker,1.0
400,9382,Holly Pulchik-Lincoln,69597.0,Drew Barrymore,2.0
401,9382,Abe Lincoln,10297.0,Matthew McConaughey,3.0
402,9382,Alex,1736.0,James Remar,4.0
403,9382,Nick,39112.0,Billy Wirth,5.0
404,1909,Don Juan deMarco,85.0,Johnny Depp,0.0
405,1909,Dr. Jack Mickler,3084.0,Marlon Brando,1.0
406,1909,Marilyn Mickler,6450.0,Faye Dunaway,2.0
407,1909,Dona Ana,19888.0,Géraldine Pailhas,3.0
408,1909,Dr. Paul Showalter,19889.0,Bob Dishy,4.0
409,1909,Doña Inez,10768.0,Rachel Ticotin,5.0
410,1909,Doña Julia,10680.0,Talisa Soto,6.0
411,1909,Dr. Bill Dunsmore,25214.0,Stephen Singer,7.0
412,1909,Sultana Gulbeyaz,25215.0,Джо Чампа,8.0
413,1909,Woman in Restaurant,1536.0,Marita Geraghty,9.0
414,1909,Detective Sy Tobias,21544.0,Richard C. Sarafian,10.0
415,1909,Grandmother DeMarco,32391.0,Tresa Hughes,11.0
416,1909,Don Alfonzo,28413.0,Carmen Argenziano,12.0
417,8984,Tom Sanders,3392.0,Michael Douglas,0.0
418,8984,Meredith Johnson,3416.0,Demi Moore,1.0
419,8984,Bob Garvin,55636.0,Donald Sutherland,2.0
420,8984,Philip Blackburn,19152.0,Dylan Baker,3.0
421,8984,Cindy Chang,56485.0,Jacqueline Kim,4.0
422,8984,Catherine Alvarez,21366.0,Roma Maffia,5.0
423,8984,Susan Hendler,6692.0,Caroline Goodall,6.0
424,8984,Stephanie Kaplan,49958.0,Rosemary Forsyth,7.0
425,8984,Mark Lewyn,18326.0,Dennis Miller,8.0
426,8984,Mary Anne Hunter,8266.0,Suzie Plakson,9.0
427,8984,Don Cherry,50402.0,Nicholas Sadler,10.0
428,8984,Chance Geer,10825.0,Donal Logue,11.0
429,62488,Julian,32597.0,Dylan McDermott,0.0
430,62488,Lucille,18331.0,Nancy Travis,1.0
431,62488,Thoreau,6474.0,James Le Gros,2.0
432,62488,Destiny,138.0,Quentin Tarantino,3.0
433,62488,Tuerto,26485.0,Jim Belushi,4.0
434,11929,Dolores Claiborne,8534.0,Kathy Bates,0.0
435,11929,Selena St. George,10431.0,Jennifer Jason Leigh,1.0
436,11929,Vera Donovan,33448.0,Judy Parfitt,2.0
437,11929,John Mackey,290.0,Christopher Plummer,3.0
438,11929,Joe St. George,11064.0,David Strathairn,4.0
439,11929,Const. Frank Stamshaw,4764.0,John C. Reilly,5.0
440,11929,Peter,10866.0,Eric Bogosian,6.0
441,11929,Young Selena,1218072.0,Ellen Muth,7.0
442,11929,Mr. Pease,4029.0,Bob Gunton,8.0
443,397,Kate,5344.0,Meg Ryan,0.0
444,397,Luc Teyssier,8945.0,Kevin Kline,1.0
445,397,Charlie,16327.0,Timothy Hutton,2.0
446,397,Inspector Jean-Paul Cardon,1003.0,Jean Reno,3.0
447,397,Perfect Passenger,16328.0,Adam Brooks,4.0
448,397,Bob,33161.0,François Cluzet,5.0
449,397,Juliette,20018.0,Suzan Anbeh,6.0
450,397,Lilly,23647.0,Renée Humphrey,7.0
451,15789,Goofy Goof (voice),84213.0,Bill Farmer,0.0
452,15789,Max Goof (voice),61983.0,Jason Marsden,1.0
453,15789,P.J. Pete (voice),43125.0,Rob Paulsen,2.0
454,15789,Peter Pete (voice),12077.0,Jim Cummings,3.0
455,15789,Roxanne (voice),93663.0,Kellie Martin,4.0
456,15789,Lester (voice),15775.0,Kevin Lima,5.0
